alias_address,alias_city,georeferencingString,polygonKey,type
VIA XXVII SETTEMBRE,FAEDIS,FAEDIS VIA XXVII SETTEMBRE,,POINT
VIA ZIRACCO,FAEDIS,FAEDIS VIA ZIRACCO,,POINT
LOC. CHIANDARENS,FORNI DI SOPRA,FORNI DI SOPRA LOC. CHIANDARENS,,POINT
LOC. LUSERS,FORNI DI SOPRA,FORNI DI SOPRA LOC. LUSERS,,POINT
LOC. PARULANA,FORNI DI SOPRA,FORNI DI SOPRA LOC. PARULANA,,POINT
LOC. SAMPUONT,FORNI DI SOPRA,FORNI DI SOPRA LOC. SAMPUONT,,POINT
LOCALITA' AGRI,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' AGRI,,POINT
LOCALITA' DAVARAS,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' DAVARAS,,POINT
LOCALITA' DAVOST,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' DAVOST,,POINT
LOCALITA' GIAF,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' GIAF,,POINT
LOCALITA' INGRAVIDEIT,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' INGRAVIDEIT,,POINT
LOCALITA' LUSERS,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' LUSERS,,POINT
LOCALITA' MAURIA,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' MAURIA,,POINT
LOCALITA' NUOITAS,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' NUOITAS,,POINT
LOCALITA' STINSANS,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' STINSANS,,POINT
LOCALITA' VARAN,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' VARAN,,POINT
LOCALITA' VARMOST,FORNI DI SOPRA,FORNI DI SOPRA LOCALITA' VARMOST,,POINT
PIAZZA CENTRALE,FORNI DI SOPRA,FORNI DI SOPRA PIAZZA CENTRALE,,POINT
PIAZZA DEL COMUNE,FORNI DI SOPRA,FORNI DI SOPRA PIAZZA DEL COMUNE,,POINT
PIAZZALE ERMINIO CELLA,FORNI DI SOPRA,FORNI DI SOPRA PIAZZALE ERMINIO CELLA,,POINT
VIA AGOZZA,FORNI DI SOPRA,FORNI DI SOPRA VIA AGOZZA,,POINT
VIA BASELIA,FORNI DI SOPRA,FORNI DI SOPRA VIA BASELIA,,POINT
VIA BOR,FORNI DI SOPRA,FORNI DI SOPRA VIA BOR,,POINT
VIA CADORE,FORNI DI SOPRA,FORNI DI SOPRA VIA CADORE,,POINT
VIA CHIADORTAS,FORNI DI SOPRA,FORNI DI SOPRA VIA CHIADORTAS,,POINT
VIA CHIANEDIS,FORNI DI SOPRA,FORNI DI SOPRA VIA CHIANEDIS,,POINT
VIA CHIANEIT,FORNI DI SOPRA,FORNI DI SOPRA VIA CHIANEIT,,POINT
VIA CIMACUTA,FORNI DI SOPRA,FORNI DI SOPRA VIA CIMACUTA,,POINT
VIA CLEVAS,FORNI DI SOPRA,FORNI DI SOPRA VIA CLEVAS,,POINT
VIA CRIDOLA,FORNI DI SOPRA,FORNI DI SOPRA VIA CRIDOLA,,POINT
VIA CUOL BARBAR,FORNI DI SOPRA,FORNI DI SOPRA VIA CUOL BARBAR,,POINT
VIA D. ALIGHIERI,FORNI DI SOPRA,FORNI DI SOPRA VIA D. ALIGHIERI,,POINT
VIA DANTE ALIGHIERI,FORNI DI SOPRA,FORNI DI SOPRA VIA DANTE ALIGHIERI,,POINT
VIA DEGLI ORTI,FORNI DI SOPRA,FORNI DI SOPRA VIA DEGLI ORTI,,POINT
VIA DEI PINI,FORNI DI SOPRA,FORNI DI SOPRA VIA DEI PINI,,POINT
VIA DELLE CAVE,FORNI DI SOPRA,FORNI DI SOPRA VIA DELLE CAVE,,POINT
VIA F. DE SANTA,FORNI DI SOPRA,FORNI DI SOPRA VIA F. DE SANTA,,POINT
VIA FONTANON,FORNI DI SOPRA,FORNI DI SOPRA VIA FONTANON,,POINT
VIA FORTUNATO DE SANTA,FORNI DI SOPRA,FORNI DI SOPRA VIA FORTUNATO DE SANTA,,POINT
VIA G. LEOPARDI,FORNI DI SOPRA,FORNI DI SOPRA VIA G. LEOPARDI,,POINT
VIA GIACOMO LEOPARDI,FORNI DI SOPRA,FORNI DI SOPRA VIA GIACOMO LEOPARDI,,POINT
VIA GIUSEPPE GIUSTI,FORNI DI SOPRA,FORNI DI SOPRA VIA GIUSEPPE GIUSTI,,POINT
VIA G.LEOPARDI,FORNI DI SOPRA,FORNI DI SOPRA VIA G.LEOPARDI,,POINT
VIA INGRAVIDEIT,FORNI DI SOPRA,FORNI DI SOPRA VIA INGRAVIDEIT,,POINT
VIA IV NOVEMBRE,FORNI DI SOPRA,FORNI DI SOPRA VIA IV NOVEMBRE,,POINT
VIA LATTERIA,FORNI DI SOPRA,FORNI DI SOPRA VIA LATTERIA,,POINT
VIA MADONNA DELLA SALUTE,FORNI DI SOPRA,FORNI DI SOPRA VIA MADONNA DELLA SALUTE,,POINT
VIA MAURIA,FORNI DI SOPRA,FORNI DI SOPRA VIA MAURIA,,POINT
VIA NAZIONALE,FORNI DI SOPRA,FORNI DI SOPRA VIA NAZIONALE,,POINT
VIA NOVRI,FORNI DI SOPRA,FORNI DI SOPRA VIA NOVRI,,POINT
VIA PARSILAN,FORNI DI SOPRA,FORNI DI SOPRA VIA PARSILAN,,POINT
VIA PINEI,FORNI DI SOPRA,FORNI DI SOPRA VIA PINEI,,POINT
VIA PINIEI,FORNI DI SOPRA,FORNI DI SOPRA VIA PINIEI,,POINT
VIA PLAN DAI VIDIEI,FORNI DI SOPRA,FORNI DI SOPRA VIA PLAN DAI VIDIEI,,POINT
VIA PLAN DAL MORU,FORNI DI SOPRA,FORNI DI SOPRA VIA PLAN DAL MORU,,POINT
VIA PORSALETA,FORNI DI SOPRA,FORNI DI SOPRA VIA PORSALETA,,POINT
VIA PRIMULA,FORNI DI SOPRA,FORNI DI SOPRA VIA PRIMULA,,POINT
VIA RIO SONANTE,FORNI DI SOPRA,FORNI DI SOPRA VIA RIO SONANTE,,POINT
VIA RIVALAS,FORNI DI SOPRA,FORNI DI SOPRA VIA RIVALAS,,POINT
VIA ROMA,FORNI DI SOPRA,FORNI DI SOPRA VIA ROMA,,POINT
VIA SALIET,FORNI DI SOPRA,FORNI DI SOPRA VIA SALIET,,POINT
VIA SAN GIACOMO,FORNI DI SOPRA,FORNI DI SOPRA VIA SAN GIACOMO,,POINT
VIA SAVORGNANI,FORNI DI SOPRA,FORNI DI SOPRA VIA SAVORGNANI,,POINT
VIA SORAPIERA,FORNI DI SOPRA,FORNI DI SOPRA VIA SORAPIERA,,POINT
VIA SOTTOBALCONS,FORNI DI SOPRA,FORNI DI SOPRA VIA SOTTOBALCONS,,POINT
VIA STALAS,FORNI DI SOPRA,FORNI DI SOPRA VIA STALAS,,POINT
VIA TAGLIAMENTO,FORNI DI SOPRA,FORNI DI SOPRA VIA TAGLIAMENTO,,POINT
VIA TARTOI,FORNI DI SOPRA,FORNI DI SOPRA VIA TARTOI,,POINT
VIA TINTAI,FORNI DI SOPRA,FORNI DI SOPRA VIA TINTAI,,POINT
VIA TIVIEI,FORNI DI SOPRA,FORNI DI SOPRA VIA TIVIEI,,POINT
VIA TOLINA,FORNI DI SOPRA,FORNI DI SOPRA VIA TOLINA,,POINT
VIA TRAGONIA,FORNI DI SOPRA,FORNI DI SOPRA VIA TRAGONIA,,POINT
VIA TRIESTE,FORNI DI SOPRA,FORNI DI SOPRA VIA TRIESTE,,POINT
VIA UDINE,FORNI DI SOPRA,FORNI DI SOPRA VIA UDINE,,POINT
VIA VARMOST,FORNI DI SOPRA,FORNI DI SOPRA VIA VARMOST,,POINT
VIA VENEZIA,FORNI DI SOPRA,FORNI DI SOPRA VIA VENEZIA,,POINT
VIA VITTORIO VENETO,FORNI DI SOPRA,FORNI DI SOPRA VIA VITTORIO VENETO,,POINT
VICOLO MONTEMAGGIORE,FORNI DI SOPRA,FORNI DI SOPRA VICOLO MONTEMAGGIORE,,POINT
GRADINATA DEL MERCATO,GEMONA DEL FRIULI,GEMONA DEL FRIULI GRADINATA DEL MERCATO,,POINT
LARGO BEORCJE,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO BEORCJE,,POINT
LARGO GIOVANNI PAOLO II,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO GIOVANNI PAOLO II,,POINT
LARGO PADRE GREGORIO FIORAVANT,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO PADRE GREGORIO FIORAVANT,,POINT
LARGO PADRE GREGORIO FIORAVANTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI LARGO PADRE GREGORIO FIORAVANTI,,POINT
LOCALITA' PLAN DI MUINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI LOCALITA' PLAN DI MUINI,,POINT
PARCO ANTONIO FALESCHINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PARCO ANTONIO FALESCHINI,,POINT
PIAZZA ANTONIO COMELLI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA ANTONIO COMELLI,,POINT
PIAZZA DEL FERRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DEL FERRO,,POINT
PIAZZA DEL MUNICIPIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DEL MUNICIPIO,,POINT
PIAZZA DEL PONTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DEL PONTE,,POINT
PIAZZA DELLA CHIESA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA DELLA CHIESA,,POINT
PIAZZA GIUSEPPE GARIBALDI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA GIUSEPPE GARIBALDI,,POINT
PIAZZA PRE PIERI LONDAR,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA PRE PIERI LONDAR,,POINT
PIAZZA S. ANTONIO DA PADOVA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA S. ANTONIO DA PADOVA,,POINT
PIAZZA VALENTINO BALDISSERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZA VALENTINO BALDISSERA,,POINT
PIAZZALE DELLA STAZIONE,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE DELLA STAZIONE,,POINT
PIAZZALE DIEGO SIMONETTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE DIEGO SIMONETTI,,POINT
PIAZZALE FRANCO BERTAGNOLLI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE FRANCO BERTAGNOLLI,,POINT
PIAZZALE MONSIGNOR BATTISTA MONAI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZALE MONSIGNOR BATTISTA MONAI,,POINT
PIAZZETTA BALDISSERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA BALDISSERA,,POINT
PIAZZETTA LUCIANO FANTONI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA LUCIANO FANTONI,,POINT
PIAZZETTA PORTUZZA,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA PORTUZZA,,POINT
PIAZZETTA VINTANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI PIAZZETTA VINTANI,,POINT
RIVE DAI STIMATINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI RIVE DAI STIMATINS,,POINT
RIVE DI VENTURIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI RIVE DI VENTURIN,,POINT
SALITA DEI LONGOBARDI,GEMONA DEL FRIULI,GEMONA DEL FRIULI SALITA DEI LONGOBARDI,,POINT
SALITA DEL CASTELLO,GEMONA DEL FRIULI,GEMONA DEL FRIULI SALITA DEL CASTELLO,,POINT
STRADA DAL TEI,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DAL TEI,,POINT
STRADA DAL TURC,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DAL TURC,,POINT
STRADA DI FOREDOR,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DI FOREDOR,,POINT
STRADA DI LEDIS -S.AGNESE,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRADA DI LEDIS -S.AGNESE,,POINT
STRETE DE GJAE,GEMONA DEL FRIULI,GEMONA DEL FRIULI STRETE DE GJAE,,POINT
VIA  *PACE DA GEMONA*,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA  *PACE DA GEMONA*,,POINT
VIA AGARMALIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA AGARMALIS,,POINT
VIA ALTANETO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ALTANETO,,POINT
VIA AMBUARS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA AMBUARS,,POINT
VIA ANTONIO DE FRANCESCHINIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ANTONIO DE FRANCESCHINIS,,POINT
VIA ANTONIO MORGANTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ANTONIO MORGANTI,,POINT
VIA AQUILEIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA AQUILEIA,,POINT
VIA ARMENTARESSA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARMENTARESSA,,POINT
VIA ARMENTERESSA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARMENTERESSA,,POINT
VIA ARTEGNA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARTEGNA,,POINT
VIA ARTICO DI PRAMPERO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARTICO DI PRAMPERO,,POINT
VIA ARTURO ZARDINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ARTURO ZARDINI,,POINT
VIA ASQUINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA ASQUINI,,POINT
VIA B. PATRIARCA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA B. PATRIARCA,,POINT
VIA BALBO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BALBO,,POINT
VIA BALDO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BALDO,,POINT
VIA BAMBIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BAMBIN,,POINT
VIA BARIGLARIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BARIGLARIA,,POINT
VIA BARIGLERIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BARIGLERIA,,POINT
VIA BATTIFERRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BATTIFERRO,,POINT
VIA BELGRADO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BELGRADO,,POINT
VIA BELVEDERE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BELVEDERE,,POINT
VIA BIVIO TABOGA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BIVIO TABOGA,,POINT
VIA BORDANO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BORDANO,,POINT
VIA BRAULINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BRAULINS,,POINT
VIA BRONDANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BRONDANI,,POINT
VIA BUIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BUIA,,POINT
VIA BUJA-COMUNITA' DEL CAMPO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA BUJA-COMUNITA' DEL CAMPO,,POINT
VIA CADUTI DEL MARE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CADUTI DEL MARE,,POINT
VIA CADUTI DELLA LIBERTA',GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CADUTI DELLA LIBERTA',,POINT
VIA CAMPAGNOLA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAMPAGNOLA,,POINT
VIA CAMPO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAMPO,,POINT
VIA CANCIOLE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CANCIOLE,,POINT
VIA CARLO CANEVA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CARLO CANEVA,,POINT
VIA CASALI PATAT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CASALI PATAT,,POINT
VIA CASE BIANCHE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CASE BIANCHE,,POINT
VIA CASSINIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CASSINIS,,POINT
VIA CATERINA PERCOTO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CATERINA PERCOTO,,POINT
VIA CAVAZZO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAVAZZO,,POINT
VIA CAVOUR,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CAVOUR,,POINT
VIA CELLA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CELLA,,POINT
VIA CHIANEIT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CHIANEIT,,POINT
VIA CIVIDALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CIVIDALE,,POINT
VIA CJAMPARIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CJAMPARIS,,POINT
VIA CJARNESCULE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CJARNESCULE,,POINT
VIA COLFIORITO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA COLFIORITO,,POINT
VIA COMITAT UNIVERSITAT FURLANE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA COMITAT UNIVERSITAT FURLANE,,POINT
VIA COMUGNE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA COMUGNE,,POINT
VIA CONCORDIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CONCORDIA,,POINT
VIA CORRADO DE GRECO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CORRADO DE GRECO,,POINT
VIA CROCE DEL PAPA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA CROCE DEL PAPA,,POINT
VIA DA FORNAS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DA FORNAS,,POINT
VIA DAI BLANCS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI BLANCS,,POINT
VIA DAI CECOTS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI CECOTS,,POINT
VIA DAI CUESINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI CUESINS,,POINT
VIA DAI FALISCJIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI FALISCJIS,,POINT
VIA DAI FORS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI FORS,,POINT
VIA DAI NONIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI NONIS,,POINT
VIA DAI PRETORS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI PRETORS,,POINT
VIA DAI RONDINS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI RONDINS,,POINT
VIA DAI SIMONS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAI SIMONS,,POINT
VIA DAL LUC,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAL LUC,,POINT
VIA DANIELE MANIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DANIELE MANIN,,POINT
VIA DANTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DANTE,,POINT
VIA DANTE ALIGHIERI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DANTE ALIGHIERI,,POINT
VIA DAS AGACIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DAS AGACIS,,POINT
VIA DE' PASCOTTINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DE' PASCOTTINI,,POINT
VIA DEI CAPPUCCINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI CAPPUCCINI,,POINT
VIA DEI CELTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI CELTI,,POINT
VIA DEI CONTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI CONTI,,POINT
VIA DEI FIORI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI FIORI,,POINT
VIA DEI GELSI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI GELSI,,POINT
VIA DEI LOTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI LOTTI,,POINT
VIA DEI MESTIERI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI MESTIERI,,POINT
VIA DEI PASCHI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PASCHI,,POINT
VIA DEI PINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PINI,,POINT
VIA DEI PIOPPI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PIOPPI,,POINT
VIA DEI PRATI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PRATI,,POINT
VIA DEI PRETORS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI PRETORS,,POINT
VIA DEI ROMANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEI ROMANI,,POINT
VIA DEL BERSAGLIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL BERSAGLIO,,POINT
VIA DEL COTONIFICIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL COTONIFICIO,,POINT
VIA DEL FABBRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL FABBRO,,POINT
VIA DEL LAGO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL LAGO,,POINT
VIA DEL LAVORO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL LAVORO,,POINT
VIA DEL MONASTERO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL MONASTERO,,POINT
VIA DEL PRIORATO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL PRIORATO,,POINT
VIA DEL SANTO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL SANTO,,POINT
VIA DEL TASSO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL TASSO,,POINT
VIA DEL TEATRO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DEL TEATRO,,POINT
VIA DELL' ANNUNZIATA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELL' ANNUNZIATA,,POINT
VIA DELL' ARTIGIANO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELL' ARTIGIANO,,POINT
VIA DELLA BARCA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA BARCA,,POINT
VIA DELLA CARTIERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA CARTIERA,,POINT
VIA DELLA FERRIERA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA FERRIERA,,POINT
VIA DELLA FONTANA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA FONTANA,,POINT
VIA DELLA ROGGIA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA ROGGIA,,POINT
VIA DELLA TURBINA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLA TURBINA,,POINT
VIA DELLE BETULLE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE BETULLE,,POINT
VIA DELLE CAVE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE CAVE,,POINT
VIA DELLE FONTANE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE FONTANE,,POINT
VIA DELLE ROSTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DELLE ROSTE,,POINT
VIA DOMENICO D' ANDREA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DOMENICO D' ANDREA,,POINT
VIA DRENDESIMA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA DRENDESIMA,,POINT
VIA FACINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FACINI,,POINT
VIA FELLA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FELLA,,POINT
VIA FOIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FOIS,,POINT
VIA FOLIGNO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FOLIGNO,,POINT
VIA FONTANE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FONTANE,,POINT
VIA FORADOR,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FORADOR,,POINT
VIA FORMENTINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FORMENTINI,,POINT
VIA FOSSALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA FOSSALE,,POINT
VIA G. B. THIANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. B. THIANI,,POINT
VIA G. BARAZZUTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. BARAZZUTTI,,POINT
VIA G. DELLA STUA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. DELLA STUA,,POINT
VIA G. VALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA G. VALE,,POINT
VIA GIACOMO BROLLO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIACOMO BROLLO,,POINT
VIA GIAN GIACOMO LIRUTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAN GIACOMO LIRUTI,,POINT
VIA GIAN PIERO DELLA STUA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAN PIERO DELLA STUA,,POINT
VIA GIAN PIETRO DELLA STUA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAN PIETRO DELLA STUA,,POINT
VIA GIAVARIN,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIAVARIN,,POINT
VIA GINO PERESSUTTI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GINO PERESSUTTI,,POINT
VIA GIORGIUT,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIORGIUT,,POINT
VIA GIOVANNI FANTONI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIOVANNI FANTONI,,POINT
VIA GIOVANNI GRIGLIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIOVANNI GRIGLIO,,POINT
VIA GIUSEPPE BINI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIUSEPPE BINI,,POINT
VIA GIUSEPPE MAITANI,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIUSEPPE MAITANI,,POINT
VIA GIUSEPPE VALE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GIUSEPPE VALE,,POINT
VIA GLEMINA,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GLEMINA,,POINT
VIA GLESEUTE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GLESEUTE,,POINT
VIA GODO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GODO,,POINT
VIA GOIS,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA GOIS,,POINT
VIA I MAGGIO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA I MAGGIO,,POINT
VIA IPPOLITO NIEVO,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA IPPOLITO NIEVO,,POINT
VIA IV NOVEMBRE,GEMONA DEL FRIULI,GEMONA DEL FRIULI VIA IV NOVEMBRE,,POINT
