alias_address,alias_city,data_prelievo,geocode,geometry,georeferencingString,type
Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler,RIO DI PUSTERIA/MÜHLBACH,09/04/2018,,,RIO DI PUSTERIA  macellaio Pichler,POINT
Fontana pubblica macellaio Pichler / Öffentlicher Brunnen Metzgerei Pichler - Brücke,RIO DI PUSTERIA/MÜHLBACH,20/11/2018,,,RIO DI PUSTERIA  macellaio Pichler,POINT
Pensione Pfeiferhof - Maranza 58 / Pension Pfeiferhof - Meransen 58 - WH Küche,RIO DI PUSTERIA/MÜHLBACH,06/12/2018,,,RIO DI PUSTERIA Pensione Pfeiferhof - Maranza 58,POINT
Scuola elementare a Valles / Grundschule in Vals,RIO DI PUSTERIA/MÜHLBACH,20/11/2018,,,RIO DI PUSTERIA Scuola elementare a Valles,POINT
"Scuola elementare a Valles / Grundschule in Vals, WH WC",RIO DI PUSTERIA/MÜHLBACH,14/03/2018,,,RIO DI PUSTERIA Scuola elementare a Valles,POINT
Centro Terapeutico Bad Bachgard / Therapiezentrum Bad Bachgart; Brunnen Speisesaal,RODENGO/RODENECK,20/11/2018,,,RODENGO Centro Terapeutico Bad Bachgard,POINT
WC  pubblici al parcheggio / Öff. WC am Parkplatz; Hydrant unter Gebäude,RODENGO/RODENECK,14/11/2018,,,RODENGO WC  pubblici al parcheggio,POINT
"f. p. ""Grüne Gasse"" / Öff. Brunnen ""Grüne Gasse""",RODENGO/RODENECK,14/11/2018,,,"RODENGO f. p. ""Grüne Gasse""",POINT
fontana pubblica cimitero  / öff. Brunnen Friedhof,SALORNO/SALURN,10/09/2018,,,SALORNO fontana pubblica cimitero,POINT
Distretto / Sprengel,SAN CANDIDO/INNICHEN,04/03/2018,,,SAN CANDIDO Distretto,POINT
Fontana chiesa / Brunnen Kirche,SAN CANDIDO/INNICHEN,09/10/2018,,,SAN CANDIDO Fontana chiesa,POINT
GH Locher / GH Locher,SAN GENESIO ATESINO/JENESIEN,26/09/2018,,,SAN GENESIO ATESINO GH Locher,POINT
GH Plattner / GH Plattner,SAN GENESIO ATESINO/JENESIEN,26/09/2018,,,SAN GENESIO ATESINO GH Plattner,POINT
Scuola elementare Afing / Volksschule Afing,SAN GENESIO ATESINO/JENESIEN,26/09/2018,,,SAN GENESIO ATESINO Scuola elementare Afing,POINT
entrata nel serbatoio / Einlauf ins Reservoir,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,12/11/2018,,,SAN LEONARDO IN PASSIRIA entrata nel serbatoio,POINT
f.p. centro / Öffentlicher Brunnen Zentrum,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,26/09/2018,,,SAN LEONARDO IN PASSIRIA f.p. centro,POINT
pozzetto di interruzzione  Unteregg -entrata / Unterbrecherschacht Unteregg Einlauf,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,12/11/2018,,,SAN LEONARDO IN PASSIRIA pozzetto di interruzzione  Unteregg -entrata,POINT
"trattoria  Alpenrose, Valtina / Gasthaus Alpenrose, Walten",SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,17/05/2018,,,"SAN LEONARDO IN PASSIRIA trattoria  Alpenrose, Valtina",POINT
Fontana S. Stefano / Brunnen Stefansdorf,SAN LORENZO DI SEBATO/St. Lorenzen,07/12/2018,,,SAN LORENZO DI SEBATO Fontana S. Stefano,POINT
Fontana chiesa / Brunnen Kirche,SAN LORENZO DI SEBATO/St. Lorenzen,07/12/2018,,,SAN LORENZO DI SEBATO Fontana chiesa,POINT
Cristlà Pizzeria / Cristlà Pizzeria,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,23/05/2018,,,SAN MARTINO IN BADIA Cristlà Pizzeria,POINT
Distretto Picolin / Sprengel Picolin,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,05/08/2018,,,SAN MARTINO IN BADIA Distretto Picolin,POINT
Fontana chiesa / Brunnen Kirche,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,18/09/2018,,,SAN MARTINO IN BADIA Fontana chiesa,POINT
Scuola elementare / Grundschule,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,18/09/2018,,,SAN MARTINO IN BADIA Scuola elementare,POINT
Vantsch / Vantsch,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,18/09/2018,,,SAN MARTINO IN BADIA Vantsch,POINT
fontana pubblica presso chiesa / Öffentl. Brunnen bei Kirche,SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,04/05/2018,,,SAN MARTINO IN PASSIRIA fontana pubblica presso chiesa,POINT
"Albergo ""Forsthof"" / Gasthaus Forsthof",SAN PANCRAZIO/ST. PANKRAZ,26/07/2018,,,SAN PANCRAZIO,POINT
"DWS, Bagno Lad / DWS, Bad Lad",SAN PANCRAZIO/ST. PANKRAZ,02/07/2018,,,SAN PANCRAZIO,POINT
"Pensione ""Sunnleit"" - Bagno Lad / Pension Sunnleit - Bad Lad",SAN PANCRAZIO/ST. PANKRAZ,25/10/2018,,,"SAN PANCRAZIO Pensione ""Sunnleit"" - Bagno Lad",POINT
"albergo ""Helener Pichl"", S. Elena / Gasthaus Helener Pichl, St. Helena",SAN PANCRAZIO/ST. PANKRAZ,20/12/2018,,,"SAN PANCRAZIO albergo ""Helener Pichl"", S. Elena",POINT
Font. pubb. vicino uff. postale / Öffentlicher Brunnen Nähe Postamt,SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,07/09/2018,,,SANTA CRISTINA VALGARDENA Font. pubb.  uff. postale,POINT
Font. pubbl. Kirchplatz vor Rathaus / Öffentlicher Brunnen Kirchplatz vor Rathaus,SARENTINO/SARNTAL,13/11/2018,,,SARENTINO Font. pubbl.  vor Rathaus,POINT
Kindergarten Weissenbach  /  Kindergarten Weissenbach,SARENTINO/SARNTAL,15/05/2018,,,SARENTINO Kindergarten Weissenbach,POINT
Reservoir Mair in der Wies - Zulauf /  Reservoir Mair in der Wies - Zulauf,SARENTINO/SARNTAL,05/02/2018,,,SARENTINO Reservoir Mair in der Wies - Zulauf,POINT
Schulhaus Aberstückl / Schulhaus Aberstückl,SARENTINO/SARNTAL,05/02/2018,,,SARENTINO Schulhaus Aberstückl,POINT
Tankstelle API - Steet 81 / Tankstelle API - Steet 81,SARENTINO/SARNTAL,22/10/2018,,,SARENTINO Tankstelle API - Steet 81,POINT
Unterbrecherschacht Stauderhof - Zulauf  /  Unterbrecherschacht Stauderhof - Zulauf,SARENTINO/SARNTAL,05/02/2018,,,SARENTINO Unterbrecherschacht Stauderhof - Zulauf,POINT
WC pubblico parcheggio / Öffentlich. WC Parkplatz,SARENTINO/SARNTAL,11/05/2018,,,SARENTINO WC pubblico parcheggio,POINT
font. pubbl. - Grieserplatz / Öffentlicher Brunnen - Grieserplatz,SARENTINO/SARNTAL,01/11/2018,,,SARENTINO font. pubbl. - Grieserplatz,POINT
fontana pubbl. Astfeld / Öffentlicher Brunnen Astfeld,SARENTINO/SARNTAL,05/02/2018,,,SARENTINO fontana pubbl. Astfeld,POINT
scuola elementare nuova - Weissenbach / Neue Grundschule - Weissenbach,SARENTINO/SARNTAL,01/11/2018,,,SARENTINO scuola elementare nuova - Weissenbach,POINT
scuola materna/elementare Reinswald / Grundschule/Kindergarten Reinswald,SARENTINO/SARNTAL,12/03/2018,,,SARENTINO scuola materna,POINT
"Schennaberg - Albergo ""Greitererhof"" / Schennaberg - Gasthof Greitererhof",SCENA/SCHENNA,06/12/2018,,,"SCENA Schennaberg - Albergo ""Greitererhof""",POINT
"f.p. presso ""Torgglerhof"" / Öffentlicher Brunnen bei Torgglerhof",SCENA/SCHENNA,02/01/2018,,,"SCENA f.p. presso ""Torgglerhof""",POINT
fb presso gelateria Mario / Öffentlicher Brunnen bei Eisdiele Mario,SCENA/SCHENNA,18/12/2018,,,SCENA fb presso gelateria Mario,POINT
Caseificio Hochgruber / Käserei Hochgruber,SELVA DEI MOLINI/MÜHLWALD,18/12/2018,,,SELVA DEI MOLINI Caseificio Hochgruber,POINT
Fontana chiesa / Brunnen Kirche,SELVA DEI MOLINI/MÜHLWALD,08/07/2018,,,SELVA DEI MOLINI Fontana chiesa,POINT
Fontana davanti all''Hotel Alpin  /  Brunnen vor Hotel Alpin,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,07/09/2018,,,SELVA DI VAL GARDENA Fontana  all''Hotel Alpin,POINT
Ufficio Posta / Postamt,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,28/08/2018,,,SELVA DI VAL GARDENA Ufficio Posta,POINT
Verkehrsverein / Verkehrsverein,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,12/04/2018,,,SELVA DI VAL GARDENA Verkehrsverein,POINT
discoteca  Medel - Meisulesstr. / Diskothek Medel - Meisulesstr.,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,03/07/2018,,,SELVA DI VAL GARDENA discoteca  Medel - Meisulesstr.,POINT
fontana pubblica avanti Appartments Arabel / Brunnen vor Appartments Arabel,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,13/03/2018,,,SELVA DI VAL GARDENA fontana pubblica avanti Appartments Arabel,POINT
stazione Carabinieri  Plan / Carabinieristation Plan,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,28/08/2018,,,SELVA DI VAL GARDENA stazione Carabinieri  Plan,POINT
stazione forestale  Plan / Forststation Plan,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,12/04/2018,,,SELVA DI VAL GARDENA stazione forestale  Plan,POINT
"Albergo ""Greti"", S. Felice Klemm / Gasthaus Greti, St. Felix Klemm",SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,08/08/2018,,,"SENALE - SAN FELICE Albergo ""Greti"", S. Felice Klemm",POINT
"Albergo ""zur Sonne"" / Gasthof zur Sonne",SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,08/08/2018,,,"SENALE - SAN FELICE Albergo ""zur Sonne""",POINT
"Fontana pubblica ""Der gute Hirte"" / Öffentlicher Brunnen ""Der gute Hirte""",SENALES/SCHNALS,06/06/2018,,,"SENALES  ""Der gute Hirte""",POINT
Maso Corto - stazione a valle - WC / Kurzras - Gletscherbahn Talstation - WC,SENALES/SCHNALS,06/06/2018,,,SENALES Maso Corto - stazione a valle - WC,POINT
Sammelschacht Oberbergquellen   /  Sammelschacht Oberbergquellen,SENALES/SCHNALS,27/11/2018,,,SENALES Sammelschacht Oberbergquellen,POINT
WC - scuola elementare / WC Grundschule,SENALES/SCHNALS,17/12/2018,,,SENALES WC - scuola elementare,POINT
"albergo ""Edelweiss"" / Gasthaus Edelweiss",SENALES/SCHNALS,08/01/2018,,,"SENALES albergo ""Edelweiss""",POINT
"albergo ""Schwarzer Adler""  / Gasthaus Schwarzer Adler - U.F. Oberdorf",SENALES/SCHNALS,14/02/2018,,,"SENALES albergo ""Schwarzer Adler""",POINT
f.p. presso la chiesa / ö.B. neben Kirche,SENALES/SCHNALS,06/06/2018,,,SENALES f.p. presso la chiesa,POINT
fontana pubblica / Öffentlicher Brunnen,SENALES/SCHNALS,05/09/2018,,,SENALES fontana pubblica,POINT
Albergo Froneben / Gasthaus Froneben,SESTO/SEXTEN,16/10/2018,,,SESTO Albergo Froneben,POINT
Albergo Panorama / Gasthaus Panorama,SESTO/SEXTEN,22/10/2018,,,SESTO Albergo Panorama,POINT
Fontana Moso / Brunnen Moos,SESTO/SEXTEN,16/10/2018,,,SESTO Fontana Moso,POINT
Fontana pubblica vicino pista ciclabile/Öffentlicher Brunnen bei Radlweg,SILANDRO/SCHLANDERS,08/07/2018,,,SILANDRO   pista ciclabile,POINT
Ospedale - dialisi - dopo l'osmosi / Abt. Dialyse - nach Osmose-Anlage - Krankenhaus,SILANDRO/SCHLANDERS,23/10/2018,,,SILANDRO Ospedale - dialisi - dopo l'osmosi,POINT
Ospedale - dialisi - prima dell'osmosi / Abt. Dialyse - vor Osmose-Anlage - Krankenhaus,SILANDRO/SCHLANDERS,23/10/2018,,,SILANDRO Ospedale - dialisi - prima dell'osmosi,POINT
"f.p. Corces ""Mitterdorf"" / Kortsch - Öffentl. Brunnen Mitterdorf",SILANDRO/SCHLANDERS,02/07/2018,,,"SILANDRO f.p. Corces ""Mitterdorf""",POINT
"f.p. presso ""Sonnenwirtshof"" Corces / Öffentlicher Brunnen bei Sonnenwirtshof, Kortsch",SILANDRO/SCHLANDERS,04/11/2018,,,"SILANDRO f.p. presso ""Sonnenwirtshof"" Corces",POINT
f.p. presso piazza della chiesa/Öffentlicher Brunnen bei Kirchplatz,SILANDRO/SCHLANDERS,17/05/2018,,,SILANDRO f.p. presso piazza della chiesa,POINT
pozzetto rotonda - zona industriale / Schacht Kreisverkehr Industriezone,SILANDRO/SCHLANDERS,08/07/2018,,,SILANDRO pozzetto rotonda - zona industriale,POINT
"ristoro di campagna ""Fisolgut"" / Buschenschank Fisolgut",SILANDRO/SCHLANDERS,17/10/2018,,,"SILANDRO ristoro di campagna ""Fisolgut""",POINT
"sorgente ""Schimpfes"" dopo UV / Schimpfesquelle nach UV",SILANDRO/SCHLANDERS,04/05/2018,,,"SILANDRO sorgente ""Schimpfes"" dopo UV",POINT
Öffentliches WC - Plawennpark / Öffentliches WC - Plawennpark,SILANDRO/SCHLANDERS,04/04/2018,,,SILANDRO Öffentliches WC - Plawennpark,POINT
"f.p. presso albergo ""Alte Mühle"" / Öffentlicher Brunnen bei GH alte Mühle",SLUDERNO/SCHLUDERNS,26/11/2018,,,"SLUDERNO f.p. presso albergo ""Alte Mühle""",POINT
Solda - scuola elementare / Sulden - Grundschule,STELVIO/STILFS,20/02/2018,,,STELVIO Solda - scuola elementare,POINT
Solda - stazione a valle - funivia / Sulden - Talstation Getscher Bahn,STELVIO/STILFS,09/12/2018,,,STELVIO Solda - stazione a valle - funivia,POINT
WC - centrale elettrica Stelvio / WC - E-Werk Stilfs,STELVIO/STILFS,13/12/2018,,,STELVIO WC - centrale elettrica Stelvio,POINT
casa della natura - Trafoi / Naturatrafoi Haus der Natur,STELVIO/STILFS,09/12/2018,,,STELVIO casa della natura - Trafoi,POINT
f.p. davanti pro loco Gomagoi / Ö.B. vor Tourismusbüro Gomagoi,STELVIO/STILFS,09/12/2018,,,STELVIO f.p.  pro loco Gomagoi,POINT
f.p. presso la casa della natura / ö.B. bei Haus der Natur,STELVIO/STILFS,17/10/2018,,,STELVIO f.p. presso la casa della natura,POINT
f.p. presso la chiesa / Öffentlicher Brunnen neben Kirche,STELVIO/STILFS,24/04/2018,,,STELVIO f.p. presso la chiesa,POINT
"fontana presso il maso ""Oberlaganda"" / Brunnen bei Oberlaganda Hof",STELVIO/STILFS,09/12/2018,,,"STELVIO fontana presso il maso ""Oberlaganda""",POINT
"panificio ""Reinstadler"" / Bäckerei Reinstadler",STELVIO/STILFS,13/12/2018,,,"STELVIO panificio ""Reinstadler""",POINT
Fontana chiesa / Brunnen Kirche,TERENTO/TERENTEN,20/11/2018,,,TERENTO Fontana chiesa,POINT
F. p. presso Scuola elementare Vilpian / Ö.B. bei Grundschule Vilpian,TERLANO/TERLAN,17/04/2018,,,TERLANO F. p. presso Scuola elementare Vilpian,POINT
F.P. presso scuola elementare Siebeneich / Ö.B. vor Grundschule Siebeneich,TERLANO/TERLAN,17/04/2018,,,TERLANO F.P. presso scuola elementare Siebeneich,POINT
Scuola Media  / Mittelschule,TERLANO/TERLAN,03/06/2018,,,TERLANO Scuola Media,POINT
Scuola elementare Siebeneich / Grundschule Siebeneich,TERLANO/TERLAN,28/06/2018,,,TERLANO Scuola elementare Siebeneich,POINT
Öff. Brunnen Karl Atz Platz  /  Öff. Brunnen Karl Atz Platz,TERLANO/TERLAN,07/04/2018,,,TERLANO Öff. Brunnen Karl Atz Platz,POINT
Öff. Brunnen Oberkreuth  /  Öff. Brunnen Oberkreuth,TERLANO/TERLAN,07/04/2018,,,TERLANO Öff. Brunnen Oberkreuth,POINT
fontana pubblica / Öffentlicher Brunnen,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,09/11/2018,,,TERMENO SULLA STRADA DEL VINO fontana pubblica,POINT
fontana pubblica Söll / Öffentlicher Brunnen Söll,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,15/11/2018,,,TERMENO SULLA STRADA DEL VINO fontana pubblica Söll,POINT
Öffentlicher Brunnen vor Rathaus / Öffentlicher Brunnen vor Rathaus,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,09/11/2018,,,TERMENO SULLA STRADA DEL VINO Öffentlicher Brunnen vor Rathaus,POINT
öff. Brunnen Auf der Hört  /  öff. Brunnen Auf der Hört,TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,21/03/2018,,,TERMENO SULLA STRADA DEL VINO öff. Brunnen Auf der Hört,POINT
"Albergo ""Gfrillerhof"", Caprile / Gasthaus Gfrillerhof, Gfrill",TESIMO/TISENS,15/02/2018,,,"TESIMO Albergo ""Gfrillerhof"", Caprile",POINT
"Bar ""Böltener Hügel"" / Bar Böltener Hügel",TESIMO/TISENS,15/02/2018,,,"TESIMO Bar ""Böltener Hügel""",POINT
"f.p. p.zza ""Weber"" / ö.B. Weberplatz",TESIMO/TISENS,04/11/2018,,,"TESIMO f.p. p.zza ""Weber""",POINT
"f.p. presso ""Lidlkapelle"" / ö.B. Prissian bei Lidlkapelle",TESIMO/TISENS,20/08/2018,,,"TESIMO f.p. presso ""Lidlkapelle""",POINT
Bar Haweli (zona)  /  Bar Haweli (Zone),TIROLO/TIROL,12/06/2018,,,TIROLO Bar Haweli (zona),POINT
f.p. alla chiesa / ö.B. vor Kirche,TIROLO/TIROL,03/01/2018,,,TIROLO f.p. alla chiesa,POINT
f.p. presso casa di cultura / Öffentlicher Brunnen bei Vereinshaus,TIROLO/TIROL,02/01/2018,,,TIROLO f.p. presso casa di cultura,POINT
f.p. sopra il municipio / Öffentlicher Brunnen oberhalb Gemeinde,TIROLO/TIROL,15/11/2018,,,TIROLO f.p. sopra il municipio,POINT
Albergo Genzianella S. Lugano / Gasthof Genzianella - S. Lugano,TRODENA/TRUDEN,07/12/2018,,,TRODENA Albergo Genzianella S. Lugano,POINT
Fontana davanti a Jagelhof / Brunnen vor Jagelhof,TRODENA/TRUDEN,04/10/2018,,,TRODENA Fontana  a Jagelhof,POINT
Fontana pubblica vicino parcheggio/Öffentlicher Brunnen bei Parkplatz,TUBRE/TAUFERS IM MÜNSTERTAL,09/10/2018,,,TUBRE   parcheggio,POINT
"f.p. ""Widum"" / Öffentlicher Brunnen, Widum",TUBRE/TAUFERS IM MÜNSTERTAL,01/09/2018,,,"TUBRE f.p. ""Widum""",POINT
"f.p. presso maso ""Baustadl"" / Öffentl. Brunnen bei Baustadlhof",TUBRE/TAUFERS IM MÜNSTERTAL,26/02/2018,,,"TUBRE f.p. presso maso ""Baustadl""",POINT
"albergo ""Kuppelwies"" / Gasthaus Kuppelwies, Kuppelwies",ULTIMO/ULTEN,10/09/2018,,,"ULTIMO albergo ""Kuppelwies""",POINT
"albergo ""Sporthof"", Gasteig/Gschöra / Gasthaus Sporthof, Gasteig/Gschöra",ULTIMO/ULTEN,10/09/2018,,,"ULTIMO albergo ""Sporthof"", Gasteig",POINT
"Öffentlicher Brunnen, St. Gertraud / Öffentlicher Brunnen, St. Gertraud",ULTIMO/ULTEN,10/09/2018,,,"ULTIMO Öffentlicher Brunnen, St. Gertraud",POINT
Centro sperimentale Laimburg / Versuchszentrum Laimburg,VADENA/PFATTEN,16/10/2018,,,VADENA Centro sperimentale Laimburg,POINT
Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette 1. Stock Hauptgebäude),VADENA/PFATTEN,22/10/2018,,,VADENA Centro sperimentale Laimburg,POINT
Centro sperimentale Laimburg / Versuchszentrum Laimburg (Toilette Aula Erdgeschoss),VADENA/PFATTEN,22/10/2018,,,VADENA Centro sperimentale Laimburg,POINT
Victor's Imbiss / Victor's Imbiss,VADENA/PFATTEN,16/10/2018,,,VADENA Victor's Imbiss,POINT
"Albergo Pfitscherhof,Caminata 124 / Gasthof Pfitscherhof, Kematen 124 - WH Küche",VAL DI VIZZE/PFITSCH,06/12/2018,,,"VAL DI VIZZE Albergo Pfitscherhof,Caminata 124",POINT
"Albergo Pretz Hof, Tulve 259 / Gasthaus Pretz Hof, Tulfer 259 - W2 WH Schlachthaus",VAL DI VIZZE/PFITSCH,06/12/2018,,,"VAL DI VIZZE Albergo Pretz Hof, Tulve 259",POINT
"Albergo Simeler, Avenes / Gasthaus Simeler in Afens - WH Bar",VAL DI VIZZE/PFITSCH,06/12/2018,,,"VAL DI VIZZE Albergo Simeler, Avenes",POINT
Albergo Sonnenheim in Flains / Gasthaus Sonnenheim in Flains - WH Bar,VAL DI VIZZE/PFITSCH,06/12/2018,,,VAL DI VIZZE Albergo Sonnenheim in Flains,POINT
"Cafe & Bar Buffet, Bahnhofstr. 38A - WH Bar",VAL DI VIZZE/PFITSCH,22/08/2018,,,"VAL DI VIZZE Cafe & Bar Buffet, Bahnhofstr. 38A - WH Bar",POINT
Cafè & Bar Buffet - Via Stazione/Bahnhofstr. 38 - WH Bar - ohne Abflammen,VAL DI VIZZE/PFITSCH,10/03/2018,,,VAL DI VIZZE Cafè & Bar Buffet - Via Stazione,POINT
Wiesen - Öff. Brunnen Gemeinde,VAL DI VIZZE/PFITSCH,10/03/2018,,,VAL DI VIZZE Wiesen - Öff. Brunnen Gemeinde,POINT
Bunnen Picknick,VALDAORA/OLANG,04/10/2018,,,VALDAORA Bunnen Picknick,POINT
Fontana Valdaora di sopra / Brunnen Oberolang,VALDAORA/OLANG,24/07/2018,,,VALDAORA Fontana Valdaora di sopra,POINT
Fontana al parco / Brunnen am Park,VALDAORA/OLANG,25/09/2018,,,VALDAORA Fontana al parco,POINT
Fontana chiesa Valdaora di sotto / Brunnen Kirche Niederolang,VALDAORA/OLANG,24/07/2018,,,VALDAORA Valdaora di sotto,POINT
Marchnerhütte / Marchnerhütte,VALDAORA/OLANG,12/03/2018,,,VALDAORA Marchnerhütte,POINT
Brunnen Speicher,VALLE AURINA/AHRNTAL,19/09/2018,,,VALLE AURINA Speicher,POINT
Casa di riposo S.Giovanni / Altersheim St.Johann,VALLE AURINA/AHRNTAL,10/03/2018,,,VALLE AURINA,POINT
Fontana chiesa / Brunnen Kirche,VALLE AURINA/AHRNTAL,05/02/2018,,,VALLE AURINA,POINT
Municipio / Rathaus,VALLE AURINA/AHRNTAL,10/03/2018,,,VALLE AURINA,POINT
Brunnen Rathaus  /  Brunnen Rathaus,VALLE DI CASIES/GSIES,23/05/2018,,,VALLE DI CASIES Brunnen Rathaus,POINT
Fontana chiesa / Brunnen Kirche,VALLE DI CASIES/GSIES,23/05/2018,,,VALLE DI CASIES Fontana chiesa,POINT
Hofkäserei Veidler  /  Hofkäserei Veidler,VALLE DI CASIES/GSIES,17/04/2018,,,VALLE DI CASIES Hofkäserei Veidler,POINT
Fontana pubblica davanti alla chiesa di Vandoies  /  Öff. Brunnen vor Kirche Vintl,VANDOIES/VINTL,07/02/2018,,,VANDOIES   alla chiesa di Vandoies,POINT
Scuola elementare Frundres / Grundschule Pfunders,VANDOIES/VINTL,13/11/2018,,,VANDOIES Scuola elementare Frundres,POINT
Scuola elementare Vandoies di Sopra / Grundschule Obervintl,VANDOIES/VINTL,13/11/2018,,,VANDOIES Scuola elementare Vandoies di Sopra,POINT
Öff. Brunnen beim Friedhof  /  Öff. Brunnen beim Friedhof,VANDOIES/VINTL,07/02/2018,,,VANDOIES Öff. Brunnen beim Friedhof,POINT
"Albergo Fischerstube Untersee, Via Brennero 125 / Gasthof Fischerstube Untersee, Brennerstr. 125",VARNA/VAHRN,18/04/2018,,,"VARNA Albergo Fischerstube Untersee, Via Brennero 125",POINT
"Scuola elementare Novacella, Via Abbazia 24 / Grundschule Neustift, Stiftstr. 24;  - WH WC",VARNA/VAHRN,18/09/2018,,,"VARNA Scuola elementare Novacella, Via Abbazia 24",POINT
"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13",VELTURNO/FELDTHURNS,16/08/2018,,,"VELTURNO Albergo Klammwirt, Untrum 13",POINT
"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13 - WH Küche",VELTURNO/FELDTHURNS,06/07/2018,,,"VELTURNO Albergo Klammwirt, Untrum 13",POINT
"Albergo Klammwirt, Untrum 13 / Gasthof Klammwirt, Untrum 13; WH vor Küche",VELTURNO/FELDTHURNS,13/09/2018,,,"VELTURNO Albergo Klammwirt, Untrum 13",POINT
"Balglerhof, Untrum 15 / Balglerhof, Untrum 15; WH Garage",VELTURNO/FELDTHURNS,06/07/2018,,,"VELTURNO Balglerhof, Untrum 15",POINT
"Hotel Feldthurnerhof, Guln 1 / Hotel Feldthurnerhof, Guln  - WH Bar1",VELTURNO/FELDTHURNS,06/07/2018,,,"VELTURNO Hotel Feldthurnerhof, Guln 1",POINT
WC municipio / Gemeinde WC,VERANO/VÖRAN,13/03/2018,,,VERANO ALTO ADIGE,POINT
"Albergo Sturmhof, S. Valentino 7 / Gasthof Sturmhof, St. Valentin 7; WH Bar",VILLANDRO/VILLANDERS,07/10/2018,,,"VILLANDRO Albergo Sturmhof, S. Valentino 7",POINT
"Auto Hofer, Bodenacker 1/Auto Hofer, Bodenacker 1",VILLANDRO/VILLANDERS,16/10/2018,,,"VILLANDRO Auto Hofer, Bodenacker 1",POINT
"Auto Hofer, Bodenacker 1/Auto Hofer, Bodenacker 1; WH WC",VILLANDRO/VILLANDERS,14/03/2018,,,"VILLANDRO Auto Hofer, Bodenacker 1",POINT
"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14",VILLANDRO/VILLANDERS,14/03/2018,,,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14 - WH WC",VILLANDRO/VILLANDERS,16/10/2018,,,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14; 'WH WC",VILLANDRO/VILLANDERS,16/05/2018,,,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
"Officina Auto Gasser, Kalchgrube 14 / Werkstatt Auto Gasser, Kalchgrube 14; WH WC",VILLANDRO/VILLANDERS,07/10/2018,,,"VILLANDRO Officina Auto Gasser, Kalchgrube 14",POINT
"Balneum, öff. Schwimmbad; WH Bar",VIPITENO/STERZING,26/02/2018,,,"VIPITENO Balneum, öff. Schwimmbad; WH Bar",POINT
Bergrestaurant Ross-Stadl / Bergrestaurant Ross-Stadl,VIPITENO/STERZING,07/11/2018,,,VIPITENO Bergrestaurant Ross-Stadl,POINT
